Date,Timeguessr Day,Timeguessr Round,Year,City,Country,Michael Total Score,Michael Round Score,Michael Geography,Michael Geography Distance,Michael Time,Michael Time Distance,Sarah Total Score,Sarah Round Score,Sarah Geography,Sarah Geography Distance,Sarah Time,Sarah Time Distance
2025-09-08,830,1,,,,42175.0,,🟩🟨⬛️,,🟩🟩🟨,,25016.0,,⬛️⬛️⬛️,,🟨⬛️⬛️,
2025-09-08,830,2,,,,42175.0,,🟨⬛️⬛️,,🟩🟨⬛,,25016.0,,⬛️⬛️⬛️,,🟩🟨⬛,
2025-09-08,830,3,,,,42175.0,,🟩🟩🟨,,🟩⬛⬛,,25016.0,,🟩🟩🟨,,🟨⬛️⬛️,
2025-09-08,830,4,,,,42175.0,,🟩🟩🟨,,🟩🟩🟨,,25016.0,,🟩🟩🟨,,🟩🟨⬛,
2025-09-08,830,5,,,,42175.0,,🟩🟨⬛️,,🟩🟩🟩,,25016.0,,🟩⬛️⬛️,,⬛️⬛️⬛️,
2025-09-09,831,1,,,,39206.0,,🟩⬛️⬛️,,🟩🟩🟨,,,,,,,
2025-09-09,831,2,,,,39206.0,,🟩🟩🟨,,🟩⬛⬛,,,,,,,
2025-09-09,831,3,,,,39206.0,,🟩🟩🟨,,🟩🟨⬛,,,,,,,
2025-09-09,831,4,,,,39206.0,,⬛️⬛️⬛️,,🟩🟩🟨,,,,,,,
2025-09-09,831,5,,,,39206.0,,🟩🟩🟨,,🟩🟩🟩,,,,,,,
2025-09-10,832,1,,,,36536.0,,🟩🟩🟨,,🟩⬛⬛,,39192.0,,🟩🟩🟨,,🟩🟩🟨,
2025-09-10,832,2,,,,36536.0,,🟨⬛️⬛️,,🟩🟩🟩,,39192.0,,🟩🟩🟨,,🟩🟩🟩,
2025-09-10,832,3,,,,36536.0,,🟩⬛️⬛️,,🟩🟨⬛,,39192.0,,🟩⬛️⬛️,,⬛️⬛️⬛️,
2025-09-10,832,4,,,,36536.0,,🟩⬛️⬛️,,🟩⬛⬛,,39192.0,,🟩🟨⬛️,,🟨⬛️⬛️,
2025-09-10,832,5,,,,36536.0,,🟩🟩🟩,,🟩🟨⬛,,39192.0,,🟩🟩🟨,,🟩🟩🟨,
2025-09-11,833,1,,,,43049.0,,🟩🟩🟨,,🟩🟩🟩,,,,,,,
2025-09-11,833,2,,,,43049.0,,🟩🟩🟨,,🟩🟨⬛,,,,,,,
2025-09-11,833,3,,,,43049.0,,🟩🟩🟩,,🟩🟨⬛,,,,,,,
2025-09-11,833,4,,,,43049.0,,🟩🟩🟨,,🟩⬛⬛,,,,,,,
2025-09-11,833,5,,,,43049.0,,🟩🟩🟨,,🟩🟨⬛,,,,,,,
2025-09-12,834,1,,,,35407.0,,🟩🟩🟩,,🟩⬛⬛,,37892.0,,🟩🟩🟨,,🟩⬛⬛,
2025-09-12,834,2,,,,35407.0,,🟩🟩🟨,,🟩🟨⬛,,37892.0,,🟨⬛️⬛️,,🟩🟩⬛,
2025-09-12,834,3,,,,35407.0,,🟩🟩🟨,,🟨⬛️⬛️,,37892.0,,🟩🟩🟨,,🟩🟨⬛,
2025-09-12,834,4,,,,35407.0,,🟩🟩🟨,,🟩⬛⬛,,37892.0,,🟩🟩🟨,,🟩🟨⬛,
2025-09-12,834,5,,,,35407.0,,🟩🟩⬛️,,🟩⬛⬛,,37892.0,,🟩⬛️⬛️,,🟩⬛⬛,
2025-09-15,837,1,,,,45488.0,,🟩🟩🟨,,🟩🟩🟨,,44976.0,,🟩🟩🟨,,🟩🟩🟨,
2025-09-15,837,2,,,,45488.0,,🟩🟨⬛️,,🟩⬛⬛,,44976.0,,🟩🟨⬛️,,🟩⬛⬛,
2025-09-15,837,3,,,,45488.0,,🟩🟩🟨,,🟩🟩🟨,,44976.0,,🟩🟩🟨,,🟩🟩🟨,
2025-09-15,837,4,,,,45488.0,,🟩🟨⬛️,,🟩🟩🟩,,44976.0,,🟩⬛️⬛️,,🟩🟩🟨,
2025-09-15,837,5,,,,45488.0,,🟩🟩🟨,,🟩🟩🟨,,44976.0,,🟩🟩🟨,,🟩🟩🟨,
2025-09-16,838,1,,,,47263.0,,🟩🟩🟨,,🟩🟩🟩,,37010.0,,🟩🟩🟨,,🟩🟩🟩,
2025-09-16,838,2,,,,47263.0,,🟩🟩🟨,,🟩🟨⬛,,37010.0,,🟩🟩🟨,,🟩⬛⬛,
2025-09-16,838,3,,,,47263.0,,🟩🟩🟩,,🟩🟩🟩,,37010.0,,⬛️⬛️⬛️,,🟩🟩⬛,
2025-09-16,838,4,,,,47263.0,,🟩🟩🟨,,🟩🟨⬛,,37010.0,,🟩🟩🟨,,🟩⬛⬛,
2025-09-16,838,5,,,,47263.0,,🟩🟩🟨,,🟩🟩⬛,,37010.0,,🟩🟩🟨,,🟩⬛⬛,
2025-09-17,839,1,,,,39046.0,,🟩🟩🟨,,🟩🟩🟩,,40822.0,,🟩🟩🟨,,🟩🟨⬛,
2025-09-17,839,2,,,,39046.0,,🟩🟨⬛️,,🟨⬛️⬛️,,40822.0,,🟩🟨⬛️,,🟩🟨⬛,
2025-09-17,839,3,,,,39046.0,,🟩🟩🟨,,🟩⬛⬛,,40822.0,,🟩🟩🟨,,🟩⬛⬛,
2025-09-17,839,4,,,,39046.0,,🟩⬛️⬛️,,🟩⬛⬛,,40822.0,,🟩🟩🟨,,🟩⬛⬛,
2025-09-17,839,5,,,,39046.0,,🟩🟩🟨,,🟩🟩🟩,,40822.0,,🟩🟩🟨,,🟩🟩⬛,
2025-09-18,840,1,,,,43535.0,,🟩🟩🟨,,🟩🟩🟩,,,,,,,
2025-09-18,840,2,,,,43535.0,,⬛️⬛️⬛️,,🟩🟩🟨,,,,,,,
2025-09-18,840,3,,,,43535.0,,🟩🟩🟨,,🟩🟩🟨,,,,,,,
2025-09-18,840,4,,,,43535.0,,🟩🟩⬛️,,🟩🟩⬛,,,,,,,
2025-09-18,840,5,,,,43535.0,,🟩⬛️⬛️,,🟩🟨⬛,,,,,,,
2025-09-19,841,1,,,,46562.0,,🟩🟩🟨,,🟩🟩🟩,,40955.0,,🟩🟩🟩,,🟩🟩🟩,
2025-09-19,841,2,,,,46562.0,,🟩🟩🟨,,🟩🟨⬛,,40955.0,,🟩🟩🟨,,🟩⬛⬛,
2025-09-19,841,3,,,,46562.0,,🟩🟩🟩,,🟩🟨⬛,,40955.0,,🟩🟩🟨,,🟩🟩🟨,
2025-09-19,841,4,,,,46562.0,,🟩🟩🟨,,🟩🟩🟨,,40955.0,,🟩🟩🟨,,⬛️⬛️⬛️,
2025-09-19,841,5,,,,46562.0,,🟩🟩🟨,,🟩🟩🟩,,40955.0,,🟩⬛️⬛️,,🟩🟩🟩,
2025-09-22,844,1,,,,42277.0,,🟩🟩🟨,,🟩🟩🟩,,47145.0,,🟩🟩🟨,,🟩🟩🟩,
2025-09-22,844,2,,,,42277.0,,⬛️⬛️⬛️,,🟩🟨⬛,,47145.0,,🟩🟩🟨,,🟩🟩⬛,
2025-09-22,844,3,,,,42277.0,,🟩🟩🟨,,🟩🟩⬛,,47145.0,,🟩🟩🟨,,🟩🟩⬛,
2025-09-22,844,4,,,,42277.0,,🟩🟩🟨,,🟩🟩🟩,,47145.0,,🟩🟩🟨,,🟩🟨⬛,
2025-09-22,844,5,,,,42277.0,,🟩🟩🟨,,🟩🟩⬛,,47145.0,,🟩🟩🟨,,🟩🟩⬛,
2025-09-24,846,1,,,,,,,,,,39400.0,,🟩🟨⬛️,,🟩🟩🟩,
2025-09-24,846,2,,,,,,,,,,39400.0,,🟩🟩🟨,,🟩🟩⬛,
2025-09-24,846,3,,,,,,,,,,39400.0,,🟨⬛️⬛️,,🟩⬛⬛,
2025-09-24,846,4,,,,,,,,,,39400.0,,🟩🟩🟨,,🟩⬛⬛,
2025-09-24,846,5,,,,,,,,,,39400.0,,🟩🟩🟩,,🟩🟨⬛,
2025-09-25,847,1,,,,41217.0,,🟩🟩🟨,,🟩⬛⬛,,41148.0,,🟩🟩🟨,,🟩🟩🟨,
2025-09-25,847,2,,,,41217.0,,🟩🟨⬛️,,🟩⬛⬛,,41148.0,,🟩⬛️⬛️,,🟩⬛⬛,
2025-09-25,847,3,,,,41217.0,,🟩⬛️⬛️,,🟩🟩⬛,,41148.0,,🟩🟩🟨,,🟩🟩🟩,
2025-09-25,847,4,,,,41217.0,,🟩🟩🟨,,🟩🟩⬛,,41148.0,,⬛️⬛️⬛️,,🟩🟨⬛,
2025-09-25,847,5,,,,41217.0,,🟩🟩🟨,,🟩🟩🟨,,41148.0,,🟩🟩⬛️,,🟩🟩🟨,
2025-09-26,848,1,,,,,,,,,,36690.0,,🟩🟩🟨,,⬛️⬛️⬛️,
2025-09-26,848,2,,,,,,,,,,36690.0,,🟩🟩🟨,,🟩🟩🟩,
2025-09-26,848,3,,,,,,,,,,36690.0,,🟩🟩🟨,,🟩⬛⬛,
2025-09-26,848,4,,,,,,,,,,36690.0,,🟩🟩🟨,,🟨⬛️⬛️,
2025-09-26,848,5,,,,,,,,,,36690.0,,🟩⬛️⬛️,,🟩🟩🟨,
2025-10-02,854,1,,,,34412.0,,⬛️⬛️⬛️,,🟩⬛⬛,,22298.0,,⬛️⬛️⬛️,,🟩⬛⬛,
2025-10-02,854,2,,,,34412.0,,🟩🟩🟨,,🟩⬛⬛,,22298.0,,🟩🟩🟨,,🟨⬛️⬛️,
2025-10-02,854,3,,,,34412.0,,🟩🟩🟨,,🟩⬛⬛,,22298.0,,🟩⬛️⬛️,,🟩⬛⬛,
2025-10-02,854,4,,,,34412.0,,🟩🟨⬛️,,🟩⬛⬛,,22298.0,,⬛️⬛️⬛️,,🟨⬛️⬛️,
2025-10-02,854,5,,,,34412.0,,🟩🟩🟩,,🟩🟩⬛,,22298.0,,🟩🟩🟩,,🟩⬛⬛,
2025-10-03,855,1,,,,43135.0,,🟩🟩🟨,,🟩🟩🟨,,38666.0,,🟩🟩🟩,,🟩🟩⬛,
2025-10-03,855,2,,,,43135.0,,🟩🟩🟨,,🟩⬛⬛,,38666.0,,🟩🟩🟨,,🟩🟨⬛,
2025-10-03,855,3,,,,43135.0,,🟩⬛️⬛️,,🟩🟩🟩,,38666.0,,🟩⬛️⬛️,,🟩🟩🟩,
2025-10-03,855,4,,,,43135.0,,🟩⬛️⬛️,,🟩🟨⬛,,38666.0,,🟩⬛️⬛️,,🟩⬛⬛,
2025-10-03,855,5,,,,43135.0,,🟩🟩🟨,,🟩🟩🟨,,38666.0,,⬛️⬛️⬛️,,🟩🟩⬛,
2025-10-06,858,1,,,,42348.0,,🟩⬛️⬛️,,🟩🟩🟩,,,,,,,
2025-10-06,858,2,,,,42348.0,,🟩🟩🟨,,⬛️⬛️⬛️,,,,,,,
2025-10-06,858,3,,,,42348.0,,🟩🟩🟨,,🟩🟩🟩,,,,,,,
2025-10-06,858,4,,,,42348.0,,🟩🟩🟨,,🟩🟩🟨,,,,,,,
2025-10-06,858,5,,,,42348.0,,🟩⬛️⬛️,,🟩🟩🟨,,,,,,,
2025-10-07,859,1,,,,44315.0,,🟩🟩🟩,,🟩🟩🟩,,37360.0,,🟩🟩🟩,,🟩🟩🟩,
2025-10-07,859,2,,,,44315.0,,🟩🟩🟨,,🟩🟩⬛,,37360.0,,🟩🟩🟨,,🟩🟩⬛,
2025-10-07,859,3,,,,44315.0,,🟩⬛️⬛️,,🟩🟩🟩,,37360.0,,🟩⬛️⬛️,,🟩⬛⬛,
2025-10-07,859,4,,,,44315.0,,🟩🟩🟨,,🟩⬛⬛,,37360.0,,🟩🟩🟨,,⬛️⬛️⬛️,
2025-10-07,859,5,,,,44315.0,,🟩🟨⬛️,,🟩🟩🟨,,37360.0,,🟩🟨⬛️,,🟩⬛⬛,
2025-10-08,860,1,,,,39753.0,,🟩🟩🟨,,🟩⬛⬛,,37859.0,,🟩🟩🟨,,🟩⬛⬛,
2025-10-08,860,2,,,,39753.0,,⬛️⬛️⬛️,,🟩🟩🟩,,37859.0,,⬛️⬛️⬛️,,🟩🟩🟨,
2025-10-08,860,3,,,,39753.0,,🟩🟩🟨,,🟩🟩🟨,,37859.0,,🟩🟩🟨,,🟩⬛⬛,
2025-10-08,860,4,,,,39753.0,,🟩🟩🟨,,🟩🟩🟩,,37859.0,,🟩🟩🟨,,🟩🟩🟨,
2025-10-08,860,5,,,,39753.0,,🟩🟩⬛️,,🟩⬛⬛,,37859.0,,🟩⬛️⬛️,,🟩🟩⬛,
2025-10-09,861,1,,,,46643.0,,🟩🟩🟩,,🟩🟩🟩,,37165.0,,🟩🟩🟨,,🟩⬛⬛,
2025-10-09,861,2,,,,46643.0,,🟩🟩🟨,,🟩🟩🟨,,37165.0,,🟩⬛️⬛️,,🟩🟩⬛,
2025-10-09,861,3,,,,46643.0,,🟩🟩🟨,,🟩🟩🟨,,37165.0,,🟩🟩🟨,,⬛️⬛️⬛️,
2025-10-09,861,4,,,,46643.0,,🟩🟩🟨,,🟩⬛⬛,,37165.0,,🟩🟩🟩,,🟩🟩⬛,
2025-10-09,861,5,,,,46643.0,,🟩🟨⬛️,,🟩🟩🟨,,37165.0,,🟨⬛️⬛️,,🟩🟩🟩,
